,et,p,t
383,0.00030068695,0.0,-3.990042
384,0.00037991983,0.0002701638,-0.08806082
385,0.00040484656,0.001508201,0.8818219
386,0.00039590368,0.00027700386,0.3559899
387,0.00037303256,0.0001865381,-0.6076919
388,0.00033616007,0.0005829043,-2.1410334
389,0.0003025201,0.00028098028,-3.349458
390,0.00035160594,0.008224826,-0.9639987
391,0.00036713012,0.0035134421,-0.8342098
392,0.0003415233,0.0012704573,-2.0158575
393,0.00039494876,0.02265023,0.5719369
394,0.000458478,0.0030530484,2.4277499
395,0.00042647184,0.002432259,1.0006409
396,0.0004967625,0.0,-2.5569828
397,0.00043487453,0.0,-4.593099
398,0.00041265547,0.0,-5.4208555
399,0.00047762523,0.0,-3.206357
400,0.00053247536,0.0,-1.5889466
401,0.00064306305,5.9261412e-05,1.2874631
402,0.0007164174,0.00021358392,2.8594296
403,0.0007109272,0.0021246555,2.6171987
404,0.0006569334,0.0,1.2221639
405,0.00069548003,0.0,2.0841153
406,0.00072087697,0.0,2.6714296
407,0.00069930684,0.0,2.0803275
408,0.00072544964,0.0017023819,2.623875
409,0.00071404467,0.005220642,2.294723
410,0.00070091855,0.00014486791,1.8324261
411,0.0007101115,0.0,1.90772
412,0.00068242603,0.0,1.1482068
413,0.000733454,0.0,2.2620726
414,0.000665788,0.0049556447,0.6351442
415,0.00063414214,0.0013981933,-0.1814582
416,0.0005467103,0.0,-2.2941773
417,0.0005045315,0.00016581436,-3.5194838
418,0.0005122474,0.0071637584,-3.3622923
419,0.00048763488,0.00083436933,-4.1579633
420,0.0004696315,0.0,-4.789359
421,0.0004785034,0.0,-4.5627637
422,0.00055208796,0.0,-2.488506
423,0.00080799725,0.0021296397,3.2421036
424,0.0013264879,0.007100635,5.1289334
425,0.0010736055,0.0038235371,1.6949122
426,0.0013561924,0.0055649057,5.2345757
427,0.0011550358,0.0096372375,2.734144
428,0.00094831124,0.0,-0.3239064
429,0.00084492884,0.0,-2.0906603
430,0.00094455946,0.0,-0.45425284
431,0.0011217326,0.0,1.9921207
432,0.001154704,0.0,2.3423357
433,0.001308767,0.018399127,4.2051015
434,0.0010450872,0.0026832405,0.6652868
435,0.001172887,0.007443207,2.3551402
436,0.0009630648,0.005991097,-0.6056083
437,0.0009927518,0.0,-0.32288992
438,0.0012089907,0.0,2.5484972
439,0.0012384825,0.007831941,2.8977685
440,0.0011963235,0.009021249,2.3722513
441,0.001136932,0.0041187187,1.5319297
442,0.0011998077,0.0026822477,2.2413542
443,0.0012077454,0.007373828,2.2779849
444,0.001310677,0.0,3.4669623
445,0.0012157554,6.761919e-05,2.26863
446,0.0011578922,0.0,1.4725201
447,0.0012457661,0.0,2.5009768
448,0.0013611902,0.0,3.803975
449,0.0015335082,0.0,5.646609
450,0.0017624503,0.0,7.8565326
451,0.0017010283,0.0006146882,7.1087666
452,0.001623899,0.006862608,6.3826756
453,0.0015550591,0.0034599567,5.6280036
454,0.0015671458,0.0014193349,5.6701007
455,0.0020665065,0.0,6.5838823
456,0.0023238198,0.0019697817,8.41872
457,0.0019826882,0.0,5.799555
458,0.0023274152,0.0,8.340997
459,0.0026181317,0.0,10.134727
460,0.002704293,0.0,10.559603
461,0.0024548476,0.0016399934,8.976107
462,0.0021360249,0.013174906,6.6957936
463,0.0016778342,0.0,2.7243593
464,0.0018277434,0.0012880737,3.9969716
465,0.0018252203,0.00018842821,3.938419
466,0.0016444941,4.0573716e-05,2.2471948
467,0.0015475564,0.00017151765,1.283763
468,0.0017127185,0.0006207417,2.7323656
469,0.001942097,0.0,4.648124
470,0.0023053277,0.0012311041,7.3585863
471,0.002221267,0.0,6.6893873
472,0.00212321,0.0,5.9001336
473,0.002111792,0.0,5.7311378
474,0.002258895,0.0,6.7192173
475,0.0023539637,0.0,7.3063836
476,0.002239288,0.0,6.5005527
477,0.0023616517,0.0057758074,7.2439704
478,0.0020037235,0.009066543,4.5678124
479,0.0021449751,0.0,5.623752
480,0.002142566,0.0009292986,5.5417624
481,0.002038622,0.0,4.663747
482,0.0022381882,3.659009e-05,6.1289907
483,0.002103016,0.009310896,5.108881
484,0.0019082765,0.0,3.4504912
485,0.0018691593,0.0028536483,5.1132326
486,0.0019346041,0.0,5.610476
487,0.0024282853,0.0,9.177505
488,0.0022111551,0.010323976,7.6073346
489,0.0018942921,0.00536538,5.1154814
490,0.002013446,0.0048239836,6.0728664
491,0.0018737712,0.00017601367,4.82052
492,0.0021921592,0.0024928635,7.2140636
493,0.0021574066,0.0033835592,6.981882
494,0.0022610808,0.0,7.738446
495,0.0022280815,0.0,7.4451523
496,0.002657071,0.0,10.29157
497,0.002764504,0.0,10.871143
498,0.0029530774,0.0,11.890318
499,0.0034457068,3.997784e-05,14.419694
500,0.0033332927,0.002080535,13.737136
501,0.0033202602,0.0035722342,13.654093
502,0.0035442498,0.0074183205,14.821634
503,0.0034534053,0.002321152,14.393538
504,0.003469052,0.0063752206,14.430608
505,0.0034350837,0.00087274954,14.21194
506,0.0035451269,0.00160826,14.74114
507,0.0030450192,0.016358806,12.154735
508,0.0026939025,0.00075182697,10.0277405
509,0.003285492,0.0,13.332014
510,0.0042520063,0.0,17.624105
511,0.003940561,0.0018056703,16.33113
512,0.0033522022,0.0051667816,13.600957
513,0.0032980929,0.000497665,13.260186
514,0.0037352352,0.003311201,15.273397
515,0.0042670663,0.0013864266,17.501354
516,0.0035764156,0.0,18.232634
517,0.0037533978,5.365052e-05,19.023659
518,0.0038601374,0.0,19.534927
519,0.004037237,0.00012310033,20.264221
520,0.003370099,0.0041851373,17.195415
521,0.0032892255,0.0042606522,16.733665
522,0.003265383,0.004503562,16.594725
523,0.0034703142,0.0,17.631622
524,0.0035295403,0.0,17.926683
525,0.003626387,0.0011693725,18.398066
526,0.0030360953,0.033035967,15.268224
527,0.0023136416,0.013964083,10.66894
528,0.0020350225,0.012571791,8.498769
529,0.00211034,0.0026110928,9.157032
530,0.0023983193,0.0015452988,11.28104
531,0.0026964375,0.011108735,13.279992
532,0.0028744908,0.0,14.431855
533,0.0027714474,0.013290003,13.684104
534,0.002533455,0.0,12.202698
535,0.0029701283,0.0,14.930404
536,0.003212561,0.011921589,16.15687
537,0.003623987,0.014621382,18.333614
538,0.0028727853,0.011721751,14.255131
539,0.0032265852,0.0,16.366095
540,0.0041841976,0.0021843081,20.8097
541,0.003019519,0.018227626,15.082785
542,0.0025326512,0.008169547,12.134235
543,0.0027178288,0.0045454334,13.399593
544,0.0026156653,0.005163973,12.7743845
545,0.002669014,0.0,13.133549
546,0.0032558562,0.0,16.302485
547,0.004316688,0.0,21.14373
548,0.0043476387,0.0010038929,21.309612
549,0.0030980394,9.1339614e-05,15.51789
550,0.0034973233,0.0,17.637423
551,0.003794781,0.0,19.0894
552,0.0033143559,0.0,16.743633
553,0.003772595,0.0,18.998009
554,0.0045749224,0.0020625368,22.36282
555,0.004059679,0.0031018534,20.228893
556,0.0041587837,0.0,20.704794
557,0.0042887772,0.0,21.269096
558,0.0042472584,0.0007732526,21.10949
559,0.004022108,0.0042635435,20.063507
560,0.003990382,0.0019790423,20.148743
561,0.0036567254,0.0062923273,18.597963
562,0.003342765,0.005168098,17.069206
563,0.0034929526,0.0016204956,17.839582
564,0.0032802606,0.0045874165,16.704008
565,0.0035653429,0.0063872715,18.084724
566,0.0036926316,0.0037660415,18.884275
567,0.003059895,0.018034546,15.737047
568,0.0030453913,0.014133056,15.695672
569,0.002774501,0.022562074,14.159886
570,0.002653117,0.016655585,13.460329
571,0.0024962078,0.00578186,12.458134
572,0.0024203754,0.0035702097,12.037996
573,0.002662281,0.0038162714,13.659374
574,0.0034127957,0.0,17.973934
575,0.003697001,0.011680994,19.377617
576,0.002985491,0.02047586,15.642263
577,0.0029292607,0.0,17.488583
578,0.0032739008,0.004459147,19.418333
579,0.0026803939,0.0154836755,15.964983
580,0.0026596913,0.012977069,15.904122
581,0.00258776,0.006801718,15.594027
582,0.0025041436,0.010160093,14.944489
583,0.0024594849,0.009456372,14.742183
584,0.0024909738,0.007909496,15.060791
585,0.0025889915,0.000619116,15.779028
586,0.0026099894,0.0,16.006306
587,0.0029413668,0.0,18.186214
588,0.0032630698,0.0,19.97698
589,0.0030689852,0.008936563,19.046288
590,0.0026831494,0.00018725375,16.830612
591,0.0030497054,0.009519976,18.959623
592,0.0026857976,0.006484099,16.778034
593,0.0023231097,0.0061554257,14.374089
594,0.0027259926,0.0,17.29829
595,0.0023700772,0.0100363055,14.978385
596,0.002031793,0.013065522,12.447958
597,0.0018518134,0.0001426177,10.789546
598,0.0020198969,0.0,12.388311
599,0.0023263977,0.0,14.883079
600,0.0021288877,0.0013675714,13.409113
601,0.0023078525,0.0,14.889886
602,0.0025986964,0.007999725,16.922844
603,0.0022384871,0.012607723,14.492488
604,0.0022221268,0.0016834189,14.357324
605,0.0020257658,0.0,12.956121
606,0.0022843317,0.002459522,15.044713
607,0.0018065696,0.012016574,11.064157
608,0.0018666218,0.00031721557,11.363216
609,0.0020724596,0.0,13.267651
610,0.0022368508,0.0,14.667716
611,0.0028021582,0.0,18.59385
612,0.0026783687,0.008216412,17.777714
613,0.0021953734,0.013980657,14.474721
614,0.0019806914,0.0012350455,12.763448
615,0.0020930092,0.00013708769,13.818885
616,0.002146008,0.0,14.332124
617,0.0024758168,9.612534e-05,16.839798
618,0.0026072988,0.0,17.777384
619,0.0024859977,0.0,17.071672
620,0.002381614,0.0,16.445797
621,0.0024277607,0.0,16.860388
622,0.0026075318,0.0,18.104557
623,0.002460404,0.0,17.219316
624,0.0025620484,0.0,17.971828
625,0.0024480822,0.0,17.271442
626,0.002369624,0.00011885974,16.807148
627,0.00233131,0.0043448713,16.548893
628,0.002126611,0.0077169198,14.998759
629,0.0018185959,0.014131597,12.5174
630,0.0016373892,0.00050931337,10.870219
631,0.0019708534,0.0,14.034789
632,0.002165386,0.0,15.63474
633,0.0018662733,0.019550972,13.289286
634,0.0016913302,0.0,11.731909
635,0.001708023,0.0,11.953673
636,0.0018024369,0.0016930681,12.924559
637,0.0015225316,0.009657686,10.10559
638,0.0010023107,0.00043033637,10.5317955
639,0.0011607128,0.0,13.0772085
640,0.0011376592,0.00012434044,12.827735
641,0.0010034452,0.0051880074,10.770981
642,0.0008540656,0.008257463,8.169183
643,0.0007535533,0.024301715,6.1128926
644,0.0008113499,0.007898033,7.4789
645,0.00081660814,0.0051002894,7.6520567
646,0.0007735277,0.0028514229,6.8153505
647,0.0007953859,0.0022780413,7.34949
648,0.0008384015,0.008280075,8.349096
649,0.00082217105,0.003917613,8.073289
650,0.000862548,0.022882419,8.941399
651,0.0008206631,0.004164994,8.236181
652,0.00066026236,0.0030992231,4.614494
653,0.00072471646,0.004384928,6.275172
654,0.0007896862,0.0035951012,7.76419
655,0.00089904986,0.002209283,10.043092
656,0.0008497719,0.0020340448,9.215792
657,0.000821701,0.0,8.738186
658,0.0008498626,0.0,9.4017725
659,0.0008566137,0.00020598971,9.606186
660,0.000792308,0.01826781,8.394589
661,0.00072355836,0.0049059717,6.9823437
662,0.0006810814,0.00039562347,6.0283566
663,0.00069502846,0.0,6.4064026
664,0.0007175688,0.0,7.0100946
665,0.0006877382,0.0,6.4426517
666,0.0007141735,0.0,7.165346
667,0.0007380757,0.0,7.775652
668,0.0007425556,0.0,7.9501324
669,0.00082532386,0.0,9.027941
670,0.0007588909,0.0,7.672621
671,0.0007311732,0.0,7.0997295
672,0.0007171689,0.0,6.892777
673,0.00063184224,0.0,4.798272
674,0.0006099806,0.0,4.303301
