"datetime","obs","pcr","res"
1982-04-02,260,427.48593,-167.48593
1982-04-03,225,453.70325,-228.70325
1982-04-04,236,443.5583,-207.5583
1982-04-05,220,450.17145,-230.17145
1982-04-06,181,498.487,-317.487
1982-04-07,221,684.1666,-463.1666
1982-04-08,351,645.3851,-294.3851
1982-04-09,525,550.8093,-25.8093
1982-04-10,453,528.0298,-75.0298
1982-04-11,420,443.91672,-23.91672
1982-04-12,348,435.7764,-87.7764
1982-04-13,318,431.1893,-113.1893
1982-04-14,296,415.5692,-119.5692
1982-04-15,235,441.20996,-206.20996
1982-04-16,253,385.94492,-132.94492
1982-04-17,228,411.37518,-183.37518
1982-04-18,221,406.8067,-185.8067
1982-04-19,209,393.43286,-184.43286
1982-04-20,185,380.86176,-195.86176
1982-04-21,172,403.0931,-231.0931
1982-04-22,152,382.6035,-230.6035
1982-04-23,157,359.26407,-202.26407
1982-04-24,155,389.19348,-234.19348
1982-04-25,173,367.93484,-194.93484
1982-04-26,141,360.9145,-219.9145
1982-04-27,119,357.02084,-238.02084
1982-04-28,126,350.59268,-224.59268
1982-04-29,126,362.89,-236.89
1982-04-30,123,369.58228,-246.58228
1982-05-01,142,366.73145,-224.73145
1982-05-02,151,337.74194,-186.74194
1982-05-03,133,346.37775,-213.37775
1982-05-04,148,362.65347,-214.65347
1982-05-05,149,439.90875,-290.90875
1982-05-06,130,401.82864,-271.82864
1982-05-07,175,383.44513,-208.44513
1982-05-08,158,332.79755,-174.79755
1982-05-09,166,336.3303,-170.3303
1982-05-10,251,339.62204,-88.62204
1982-05-11,247,334.2704,-87.2704
1982-05-12,206,328.83347,-122.83347
1982-05-13,155,318.77277,-163.77277
1982-05-14,141,318.77277,-177.77277
1982-05-15,131,318.77277,-187.77277
1982-05-16,121,318.77277,-197.77277
1982-05-17,146,318.77277,-172.77277
1982-05-18,138,452.08374,-314.08374
1982-05-19,153,433.59082,-280.59082
1982-05-20,196,362.95706,-166.95706
1982-05-21,154,329.59067,-175.59067
1982-05-22,154,325.10336,-171.10336
1982-05-23,339,350.18295,-11.18295
1982-05-24,420,349.11487,70.88513
1982-05-25,343,318.97556,24.02444
1982-05-26,244,318.97556,-74.97556
1982-05-27,198,357.20792,-159.20792
1982-05-28,177,370.77005,-193.77005
1982-05-29,126,319.025,-193.025
1982-05-30,156,319.025,-163.025
1982-05-31,132,319.025,-187.025
1982-06-01,99,319.025,-220.025
1982-06-02,116,317.06357,-201.06357
1982-06-03,132,256.23468,-124.23468
1982-06-04,121,255.47035,-134.47035
1982-06-05,114,291.95013,-177.95013
1982-06-06,147,298.36945,-151.36945
1982-06-07,145,295.21036,-150.21036
1982-06-08,148,293.12888,-145.12888
1982-06-09,197,275.865,-78.865
1982-06-10,115,258.23184,-143.23184
1982-06-11,129,265.00443,-136.00443
1982-06-12,91,303.66156,-212.66156
1982-06-13,158,318.80667,-160.80667
1982-06-14,114,333.9974,-219.9974
1982-06-15,103,318.815,-215.815
1982-06-16,97,318.815,-221.815
1982-06-17,94,318.815,-224.815
1982-06-18,79,318.815,-239.815
1982-06-19,125,318.815,-193.815
1982-06-20,95,294.44373,-199.44373
1982-06-21,92,232.39153,-140.39153
1982-06-22,87,293.70074,-206.70074
1982-06-23,108,351.3927,-243.3927
1982-06-24,118,318.7587,-200.7587
1982-06-25,106,318.7587,-212.7587
1982-06-26,109,318.7587,-209.7587
1982-06-27,129,318.7587,-189.7587
1982-06-28,117,318.7587,-201.7587
1982-06-29,118,402.67856,-284.67856
1982-06-30,114,388.07202,-274.07202
1982-07-01,101,318.8424,-217.8424
1982-07-02,95,318.8424,-223.8424
1982-07-03,100,318.8424,-218.8424
1982-07-04,152,318.8424,-166.8424
1982-07-05,105,294.01578,-189.01578
1982-07-06,93,242.54079,-149.54079
1982-07-07,79,235.85826,-156.85826
1982-07-08,73,230.96274,-157.96274
1982-07-09,77,227.10222,-150.10222
1982-07-10,66,223.91718,-157.91718
1982-07-11,88,221.19681,-133.19681
1982-07-12,61,218.76125,-157.76125
1982-07-13,50,216.30574,-166.30574
1982-07-14,45,214.39482,-169.39482
1982-07-15,83,216.15977,-133.15977
1982-07-16,70,214.84416,-144.84416
1982-07-17,65,212.00523,-147.00523
1982-07-18,56,208.27834,-152.27834
1982-07-19,61,204.71875,-143.71875
1982-07-20,42,201.69287,-159.69287
1982-07-21,49,199.19601,-150.19601
1982-07-22,52,197.06273,-145.06273
1982-07-23,35,195.5449,-160.5449
1982-07-24,34,202.47203,-168.47203
1982-07-25,60,208.56233,-148.56233
1982-07-26,49,204.62338,-155.62338
1982-07-27,39,199.29343,-160.29343
1982-07-28,35,193.18489,-158.18489
1982-07-29,56,189.17346,-133.17346
1982-07-30,49,242.96509,-193.96509
1982-07-31,43,396.7112,-353.7112
1982-08-01,57,315.87885,-258.87885
1982-08-02,61,275.84988,-214.84988
1982-08-03,50,275.30182,-225.30182
1982-08-04,49,590.39514,-541.39514
1982-08-05,52,623.3398,-571.3398
1982-08-06,57,350.4675,-293.4675
1982-08-07,65,298.8735,-233.8735
1982-08-08,69,297.25967,-228.25967
1982-08-09,52,294.70792,-242.70792
1982-08-10,32,224.96074,-192.96074
1982-08-11,60,192.52495,-132.52495
1982-08-12,34,188.38078,-154.38078
1982-08-13,38,184.96452,-146.96452
1982-08-14,43,190.18828,-147.18828
1982-08-15,50,181.48433,-131.48433
1982-08-16,52,176.68594,-124.68594
1982-08-17,32,208.05498,-176.05498
1982-08-18,24,224.77065,-200.77065
1982-08-19,68,204.88403,-136.88403
1982-08-20,43,187.28073,-144.28073
1982-08-21,28,174.94637,-146.94637
1982-08-22,44,161.09555,-117.09555
1982-08-23,53,153.15617,-100.15617
1982-08-24,30,153.68748,-123.68748
1982-08-25,29,136.08391,-107.08391
1982-08-26,33,153.09764,-120.09764
1982-08-27,37,147.11333,-110.11333
1982-08-28,39,154.49551,-115.49551
1982-08-29,37,152.23613,-115.23613
1982-08-30,42,154.99867,-112.99867
1982-08-31,34,137.93736,-103.93736
1982-09-01,29,137.67896,-108.67896
1982-09-02,26,129.25049,-103.25049
