,discharge,datetime
12881,2391.9878,1936-04-08
12882,2342.6152,1936-04-09
12883,2278.2114,1936-04-10
12884,2213.8013,1936-04-11
12885,2154.5837,1936-04-12
12886,2103.9521,1936-04-13
12887,2060.0005,1936-04-14
12888,2101.295,1936-04-15
12889,2223.4067,1936-04-16
12890,2413.7153,1936-04-17
12891,2775.4019,1936-04-18
12892,2933.7478,1936-04-19
12893,2959.235,1936-04-20
12894,2871.1794,1936-04-21
12895,2755.9346,1936-04-22
12896,2726.0962,1936-04-23
12897,2735.6514,1936-04-24
12898,2679.437,1936-04-25
12899,2539.3318,1936-04-26
12900,2431.3599,1936-04-27
12901,2432.9543,1936-04-28
12902,2515.1506,1936-04-29
12903,2661.9067,1936-04-30
12904,2729.0422,1936-05-01
12905,2691.3179,1936-05-02
12906,2626.388,1936-05-03
12907,2594.7913,1936-05-04
12908,2585.3708,1936-05-05
12909,2558.6118,1936-05-06
12910,2557.5908,1936-05-07
12911,2583.0671,1936-05-08
12912,2575.0525,1936-05-09
12913,2594.5476,1936-05-10
12914,2634.2307,1936-05-11
12915,2685.314,1936-05-12
12916,2735.9897,1936-05-13
12917,2778.1868,1936-05-14
12918,2817.7427,1936-05-15
12919,2852.794,1936-05-16
12920,2878.4468,1936-05-17
12921,2887.502,1936-05-18
12922,2875.0867,1936-05-19
12923,2843.1475,1936-05-20
12924,2821.3142,1936-05-21
12925,2798.6245,1936-05-22
12926,2774.0996,1936-05-23
12927,2778.971,1936-05-24
12928,2790.4028,1936-05-25
12929,2764.9734,1936-05-26
12930,2694.7122,1936-05-27
12931,2605.6467,1936-05-28
12932,2527.2249,1936-05-29
12933,2468.1592,1936-05-30
12934,2448.4136,1936-05-31
12935,2464.6208,1936-06-01
12936,2517.104,1936-06-02
12937,2610.0813,1936-06-03
12938,2784.6963,1936-06-04
12939,3222.7444,1936-06-05
12940,3808.5625,1936-06-06
12941,4225.0835,1936-06-07
12942,4354.84,1936-06-08
12943,4152.8203,1936-06-09
12944,3873.9736,1936-06-10
12945,3608.997,1936-06-11
12946,3355.4478,1936-06-12
12947,3207.2917,1936-06-13
12948,3098.3757,1936-06-14
12949,2984.6353,1936-06-15
12950,2894.331,1936-06-16
12951,2824.4397,1936-06-17
12952,2777.9468,1936-06-18
12953,2767.228,1936-06-19
12954,2776.9893,1936-06-20
12955,2862.9177,1936-06-21
12956,3021.5383,1936-06-22
12957,3193.9475,1936-06-23
12958,3325.4229,1936-06-24
12959,3414.3066,1936-06-25
12960,3390.7642,1936-06-26
12961,3295.1855,1936-06-27
12962,3197.0056,1936-06-28
12963,3108.904,1936-06-29
12964,3001.6,1936-06-30
12965,2920.6755,1936-07-01
12966,2868.3699,1936-07-02
12967,2957.1892,1936-07-03
12968,3200.2603,1936-07-04
12969,3246.4626,1936-07-05
12970,3357.8555,1936-07-06
12971,3443.823,1936-07-07
12972,3601.2688,1936-07-08
12973,3781.6875,1936-07-09
12974,3982.0244,1936-07-10
12975,4143.388,1936-07-11
12976,4174.9785,1936-07-12
12977,4067.0671,1936-07-13
12978,3855.8152,1936-07-14
12979,3642.2397,1936-07-15
12980,3514.2437,1936-07-16
12981,3372.3455,1936-07-17
12982,3279.728,1936-07-18
12983,3286.4412,1936-07-19
12984,3222.6292,1936-07-20
12985,3158.7444,1936-07-21
12986,3056.3499,1936-07-22
12987,2953.7708,1936-07-23
12988,2846.8157,1936-07-24
12989,2730.6245,1936-07-25
12990,2596.9214,1936-07-26
12991,2432.945,1936-07-27
12992,2302.844,1936-07-28
12993,2274.3523,1936-07-29
12994,2363.7588,1936-07-30
12995,2690.2317,1936-07-31
12996,3068.1821,1936-08-01
12997,3365.281,1936-08-02
12998,3710.3533,1936-08-03
12999,3927.7751,1936-08-04
13000,3865.6074,1936-08-05
13001,3611.371,1936-08-06
13002,3352.157,1936-08-07
13003,3108.7014,1936-08-08
13004,2918.2227,1936-08-09
13005,2799.7954,1936-08-10
13006,2822.196,1936-08-11
13007,3080.561,1936-08-12
13008,3486.6875,1936-08-13
13009,3804.3953,1936-08-14
13010,3932.285,1936-08-15
13011,3855.1208,1936-08-16
13012,3631.3926,1936-08-17
13013,3366.245,1936-08-18
13014,3134.248,1936-08-19
13015,2970.1433,1936-08-20
13016,2875.4482,1936-08-21
13017,2825.6462,1936-08-22
13018,2774.39,1936-08-23
13019,2713.871,1936-08-24
13020,2636.6216,1936-08-25
13021,2527.1216,1936-08-26
13022,2384.269,1936-08-27
13023,2240.5708,1936-08-28
13024,2122.2124,1936-08-29
13025,2027.1174,1936-08-30
13026,1903.106,1936-08-31
13027,1887.0961,1936-09-01
13028,1837.991,1936-09-02
13029,1784.7908,1936-09-03
13030,1728.1351,1936-09-04
13031,1786.4825,1936-09-05
13032,1936.1666,1936-09-06
13033,2211.4868,1936-09-07
13034,2701.3647,1936-09-08
13035,3213.3147,1936-09-09
13036,3184.2397,1936-09-10
13037,3037.5103,1936-09-11
13038,2853.1829,1936-09-12
13039,2661.0825,1936-09-13
13040,2707.346,1936-09-14
13041,2955.7266,1936-09-15
13042,3011.9338,1936-09-16
13043,3046.9497,1936-09-17
13044,2984.4177,1936-09-18
13045,2883.1187,1936-09-19
13046,2856.4497,1936-09-20
13047,2904.1719,1936-09-21
13048,2919.71,1936-09-22
13049,2847.4731,1936-09-23
13050,2740.8594,1936-09-24
13051,2723.3691,1936-09-25
13052,2792.292,1936-09-26
13053,2863.0835,1936-09-27
13054,2945.32,1936-09-28
13055,3020.2654,1936-09-29
13056,3064.2463,1936-09-30
13057,3047.7415,1936-10-01
13058,2932.7473,1936-10-02
13059,2783.255,1936-10-03
13060,2641.1775,1936-10-04
13061,2521.1785,1936-10-05
13062,2423.5789,1936-10-06
13063,2345.0725,1936-10-07
13064,2281.456,1936-10-08
13065,2226.9766,1936-10-09
13066,2166.6846,1936-10-10
13067,2084.7788,1936-10-11
13068,1987.5168,1936-10-12
13069,1903.1787,1936-10-13
13070,1879.0298,1936-10-14
13071,1858.2872,1936-10-15
13072,1798.3434,1936-10-16
13073,1768.399,1936-10-17
13074,1748.3411,1936-10-18
13075,1771.5658,1936-10-19
13076,1846.8696,1936-10-20
13077,1882.1952,1936-10-21
13078,1845.2067,1936-10-22
13079,1827.8403,1936-10-23
13080,1832.5398,1936-10-24
13081,1877.548,1936-10-25
13082,1978.0404,1936-10-26
13083,2056.1091,1936-10-27
13084,2142.2915,1936-10-28
13085,2180.5334,1936-10-29
13086,2185.3677,1936-10-30
13087,2252.1392,1936-10-31
13088,2291.126,1936-11-01
13089,2240.088,1936-11-02
13090,2202.6846,1936-11-03
13091,2169.6653,1936-11-04
13092,2128.9153,1936-11-05
13093,2094.839,1936-11-06
13094,2070.376,1936-11-07
13095,2045.4691,1936-11-08
13096,2025.0735,1936-11-09
13097,2042.5111,1936-11-10
13098,2175.2002,1936-11-11
13099,2407.4238,1936-11-12
13100,2595.6343,1936-11-13
13101,2767.3618,1936-11-14
13102,2804.508,1936-11-15
13103,2738.9922,1936-11-16
13104,2675.3962,1936-11-17
13105,2552.37,1936-11-18
13106,2439.6506,1936-11-19
13107,2368.671,1936-11-20
13108,2318.8416,1936-11-21
13109,2277.9941,1936-11-22
13110,2237.2148,1936-11-23
13111,2179.0425,1936-11-24
13112,2098.525,1936-11-25
13113,2011.7793,1936-11-26
13114,1936.8273,1936-11-27
13115,1880.9158,1936-11-28
13116,1862.8019,1936-11-29
13117,1876.515,1936-11-30
13118,1908.6339,1936-12-01
13119,2027.8306,1936-12-02
13120,2259.6914,1936-12-03
13121,2470.6414,1936-12-04
13122,2663.7295,1936-12-05
13123,2755.3037,1936-12-06
13124,2696.0852,1936-12-07
13125,2608.6995,1936-12-08
13126,2521.1606,1936-12-09
13127,2445.7637,1936-12-10
13128,2386.5754,1936-12-11
13129,2342.147,1936-12-12
13130,2308.0068,1936-12-13
13131,2280.118,1936-12-14
13132,2256.5789,1936-12-15
13133,2243.063,1936-12-16
13134,2300.832,1936-12-17
13135,2395.41,1936-12-18
13136,2400.069,1936-12-19
13137,2398.736,1936-12-20
13138,2375.3462,1936-12-21
13139,2317.5222,1936-12-22
13140,2236.79,1936-12-23
13141,2153.554,1936-12-24
13142,2081.0273,1936-12-25
13143,2022.8389,1936-12-26
13144,1977.418,1936-12-27
13145,1941.5361,1936-12-28
13146,1911.8679,1936-12-29
13147,1885.4456,1936-12-30
13148,1875.2006,1936-12-31
13149,1847.8022,1937-01-01
13150,1817.3,1937-01-02
13151,1797.2561,1937-01-03
13152,1782.7465,1937-01-04
13153,1771.9458,1937-01-05
13154,2029.221,1937-01-06
13155,2610.8616,1937-01-07
13156,2799.4487,1937-01-08
13157,2779.587,1937-01-09
13158,2634.255,1937-01-10
13159,2460.4382,1937-01-11
13160,2302.5295,1937-01-12
13161,2213.0376,1937-01-13
13162,2330.357,1937-01-14
13163,2589.2554,1937-01-15
13164,2505.9739,1937-01-16
13165,2329.445,1937-01-17
13166,2243.6438,1937-01-18
13167,2188.8186,1937-01-19
13168,2090.7893,1937-01-20
13169,2113.4038,1937-01-21
13170,2176.6426,1937-01-22
13171,2214.5303,1937-01-23
13172,2229.9177,1937-01-24
13173,2214.8772,1937-01-25
13174,2194.0745,1937-01-26
13175,2153.6694,1937-01-27
13176,2085.025,1937-01-28
13177,2040.3098,1937-01-29
13178,2033.8154,1937-01-30
13179,2064.7358,1937-01-31
13180,2098.361,1937-02-01
13181,2127.4778,1937-02-02
13182,2132.977,1937-02-03
13183,2131.3547,1937-02-04
13184,2339.3906,1937-02-05
13185,2691.9167,1937-02-06
13186,2900.6602,1937-02-07
13187,3206.7666,1937-02-08
13188,3254.303,1937-02-09
13189,3131.692,1937-02-10
13190,2956.089,1937-02-11
13191,2783.0898,1937-02-12
13192,2646.3943,1937-02-13
13193,2546.5525,1937-02-14
13194,2470.5984,1937-02-15
13195,2425.4048,1937-02-16
13196,2429.2627,1937-02-17
13197,2469.7664,1937-02-18
13198,2622.4167,1937-02-19
13199,2881.1907,1937-02-20
13200,3025.804,1937-02-21
13201,3240.797,1937-02-22
13202,3514.298,1937-02-23
13203,3558.8738,1937-02-24
13204,3569.6184,1937-02-25
13205,3554.0886,1937-02-26
13206,3466.0808,1937-02-27
13207,3338.4407,1937-02-28
13208,3201.851,1937-03-01
13209,3087.3591,1937-03-02
13210,3018.2708,1937-03-03
13211,2977.3242,1937-03-04
13212,2947.354,1937-03-05
13213,2923.4229,1937-03-06
13214,2914.4412,1937-03-07
13215,2915.9146,1937-03-08
13216,2911.0032,1937-03-09
13217,2913.5383,1937-03-10
13218,2912.7166,1937-03-11
13219,2921.3242,1937-03-12
13220,2989.551,1937-03-13
13221,3088.3289,1937-03-14
13222,3132.6677,1937-03-15
13223,3158.2334,1937-03-16
13224,3189.4827,1937-03-17
13225,3231.6628,1937-03-18
13226,3295.6208,1937-03-19
13227,3323.641,1937-03-20
13228,3298.5588,1937-03-21
13229,3291.2673,1937-03-22
13230,3340.2078,1937-03-23
13231,3430.84,1937-03-24
13232,3504.452,1937-03-25
13233,3524.2356,1937-03-26
13234,3505.167,1937-03-27
13235,3472.8037,1937-03-28
13236,3448.7527,1937-03-29
13237,3425.4292,1937-03-30
13238,3393.2214,1937-03-31
13239,3356.2456,1937-04-01
13240,3316.5862,1937-04-02
13241,3291.7112,1937-04-03
13242,3291.816,1937-04-04
13243,3319.0818,1937-04-05
13244,3354.4812,1937-04-06
13245,3400.5764,1937-04-07
13246,3466.2866,1937-04-08
13247,3505.3286,1937-04-09
13248,3516.0989,1937-04-10
13249,3484.3486,1937-04-11
13250,3408.2556,1937-04-12
13251,3321.272,1937-04-13
13252,3261.704,1937-04-14
13253,3298.1877,1937-04-15
13254,3485.0186,1937-04-16
13255,3946.3196,1937-04-17
13256,4425.4507,1937-04-18
13257,4582.019,1937-04-19
13258,4755.2407,1937-04-20
13259,4970.549,1937-04-21
13260,4761.2217,1937-04-22
13261,4612.5405,1937-04-23
13262,4475.6978,1937-04-24
13263,4255.826,1937-04-25
13264,3996.912,1937-04-26
13265,3767.3118,1937-04-27
13266,3588.757,1937-04-28
13267,3465.5227,1937-04-29
13268,3383.6003,1937-04-30
13269,3319.3752,1937-05-01
13270,3273.5771,1937-05-02
13271,3237.5986,1937-05-03
13272,3262.1592,1937-05-04
13273,3281.3352,1937-05-05
13274,3252.9475,1937-05-06
13275,3282.1804,1937-05-07
13276,3303.227,1937-05-08
13277,3276.9377,1937-05-09
13278,3224.7917,1937-05-10
13279,3181.8145,1937-05-11
13280,3194.6345,1937-05-12
13281,3172.1897,1937-05-13
13282,3092.0242,1937-05-14
13283,3151.748,1937-05-15
13284,3326.7852,1937-05-16
13285,3673.305,1937-05-17
13286,4115.6553,1937-05-18
13287,4290.22,1937-05-19
13288,4349.9746,1937-05-20
13289,4307.2446,1937-05-21
13290,4258.24,1937-05-22
13291,4220.5713,1937-05-23
13292,4229.0723,1937-05-24
13293,4302.547,1937-05-25
13294,4360.9546,1937-05-26
13295,4349.4673,1937-05-27
13296,4304.477,1937-05-28
13297,4300.054,1937-05-29
13298,4322.7734,1937-05-30
13299,4341.7915,1937-05-31
13300,4370.7725,1937-06-01
13301,4516.4497,1937-06-02
13302,4799.1006,1937-06-03
13303,5056.218,1937-06-04
13304,5084.9194,1937-06-05
13305,4906.418,1937-06-06
13306,4799.624,1937-06-07
13307,5023.1313,1937-06-08
13308,5199.2905,1937-06-09
13309,5090.9624,1937-06-10
13310,4884.857,1937-06-11
13311,4847.9434,1937-06-12
13312,4861.52,1937-06-13
13313,5034.743,1937-06-14
13314,5271.1323,1937-06-15
13315,5268.276,1937-06-16
13316,5091.0347,1937-06-17
13317,4839.202,1937-06-18
13318,4599.3286,1937-06-19
13319,4443.2188,1937-06-20
13320,4407.925,1937-06-21
13321,4403.5576,1937-06-22
13322,4356.7544,1937-06-23
13323,4303.817,1937-06-24
13324,4247.153,1937-06-25
13325,4321.4385,1937-06-26
13326,4468.605,1937-06-27
13327,4519.9546,1937-06-28
13328,4458.3047,1937-06-29
13329,4383.933,1937-06-30
13330,4320.947,1937-07-01
13331,4200.326,1937-07-02
13332,4064.1533,1937-07-03
13333,3921.9312,1937-07-04
13334,3732.8684,1937-07-05
13335,3447.2808,1937-07-06
13336,3118.4973,1937-07-07
13337,2846.558,1937-07-08
13338,2686.8777,1937-07-09
13339,2661.7778,1937-07-10
13340,2677.7112,1937-07-11
13341,2706.455,1937-07-12
13342,2773.183,1937-07-13
13343,2801.6682,1937-07-14
13344,2774.8896,1937-07-15
13345,2788.042,1937-07-16
13346,2765.02,1937-07-17
13347,2758.6575,1937-07-18
13348,2792.0557,1937-07-19
13349,2827.7415,1937-07-20
13350,2789.7742,1937-07-21
13351,2615.2327,1937-07-22
13352,2564.9814,1937-07-23
13353,2466.8438,1937-07-24
13354,2356.9866,1937-07-25
13355,2304.9148,1937-07-26
13356,2303.5068,1937-07-27
13357,2371.739,1937-07-28
13358,2451.5977,1937-07-29
13359,2450.0493,1937-07-30
13360,2341.805,1937-07-31
13361,2181.6316,1937-08-01
13362,2038.1715,1937-08-02
13363,1970.3062,1937-08-03
13364,2000.2487,1937-08-04
13365,2083.2185,1937-08-05
13366,2126.7124,1937-08-06
13367,2229.0764,1937-08-07
13368,2217.7407,1937-08-08
13369,2114.6863,1937-08-09
13370,1960.2152,1937-08-10
13371,1759.8192,1937-08-11
13372,1683.8027,1937-08-12
13373,1609.6022,1937-08-13
13374,1693.6787,1937-08-14
13375,1973.8761,1937-08-15
13376,2376.9685,1937-08-16
13377,2772.6555,1937-08-17
13378,3185.9426,1937-08-18
13379,3382.553,1937-08-19
13380,3367.7043,1937-08-20
13381,3153.26,1937-08-21
13382,2887.294,1937-08-22
13383,2632.0173,1937-08-23
13384,2436.1553,1937-08-24
13385,2333.775,1937-08-25
13386,2296.1296,1937-08-26
13387,2257.3625,1937-08-27
13388,2173.0518,1937-08-28
13389,2052.986,1937-08-29
13390,1926.857,1937-08-30
13391,1820.7736,1937-08-31
13392,1750.5419,1937-09-01
13393,1713.7701,1937-09-02
13394,1694.3715,1937-09-03
13395,1635.0874,1937-09-04
13396,1639.5043,1937-09-05
13397,1574.2039,1937-09-06
13398,1466.6405,1937-09-07
13399,1416.1959,1937-09-08
13400,1391.5182,1937-09-09
13401,1368.241,1937-09-10
13402,1337.8778,1937-09-11
13403,1313.737,1937-09-12
13404,1375.4307,1937-09-13
13405,1663.9058,1937-09-14
13406,2108.9507,1937-09-15
13407,2486.0188,1937-09-16
13408,2795.756,1937-09-17
13409,2768.0408,1937-09-18
13410,2692.156,1937-09-19
13411,2715.8044,1937-09-20
13412,2743.865,1937-09-21
13413,2849.1487,1937-09-22
13414,2962.8862,1937-09-23
13415,3123.5137,1937-09-24
13416,3346.371,1937-09-25
13417,3436.4407,1937-09-26
13418,3295.5234,1937-09-27
13419,3113.3354,1937-09-28
13420,2941.5793,1937-09-29
13421,2661.718,1937-09-30
13422,2445.7463,1937-10-01
13423,2297.096,1937-10-02
13424,2176.7856,1937-10-03
13425,2066.9597,1937-10-04
13426,1939.5441,1937-10-05
13427,1814.3246,1937-10-06
13428,1729.8618,1937-10-07
13429,1710.2292,1937-10-08
13430,1749.4702,1937-10-09
13431,1850.4204,1937-10-10
13432,1971.0101,1937-10-11
13433,2049.7207,1937-10-12
13434,2056.4963,1937-10-13
13435,1986.4677,1937-10-14
13436,1866.7141,1937-10-15
13437,1743.2098,1937-10-16
13438,1641.4703,1937-10-17
13439,1564.3478,1937-10-18
13440,1506.9167,1937-10-19
13441,1461.8616,1937-10-20
13442,1422.0085,1937-10-21
13443,1383.8793,1937-10-22
13444,1376.0813,1937-10-23
13445,1378.1572,1937-10-24
13446,1375.4567,1937-10-25
13447,1398.91,1937-10-26
13448,1437.7842,1937-10-27
13449,1483.4369,1937-10-28
13450,1520.4543,1937-10-29
13451,1537.804,1937-10-30
13452,1537.1332,1937-10-31
13453,1523.0083,1937-11-01
13454,1496.6473,1937-11-02
13455,1453.0603,1937-11-03
13456,1390.9485,1937-11-04
13457,1318.6316,1937-11-05
13458,1253.6294,1937-11-06
13459,1197.7421,1937-11-07
13460,1149.1854,1937-11-08
13461,1097.838,1937-11-09
13462,1033.5181,1937-11-10
13463,975.4412,1937-11-11
13464,950.6536,1937-11-12
13465,980.1874,1937-11-13
13466,1039.204,1937-11-14
13467,1112.4263,1937-11-15
13468,1175.5294,1937-11-16
13469,1209.9271,1937-11-17
13470,1262.2994,1937-11-18
13471,1272.8444,1937-11-19
13472,1217.8906,1937-11-20
13473,1146.0969,1937-11-21
13474,1065.744,1937-11-22
13475,1009.21454,1937-11-23
13476,999.3437,1937-11-24
13477,1030.4718,1937-11-25
13478,1076.4856,1937-11-26
13479,1108.6499,1937-11-27
13480,1116.4918,1937-11-28
13481,1103.0409,1937-11-29
13482,1072.4412,1937-11-30
13483,1106.1453,1937-12-01
13484,1243.8937,1937-12-02
13485,1326.2313,1937-12-03
13486,1362.422,1937-12-04
13487,1393.8878,1937-12-05
13488,1403.795,1937-12-06
13489,1388.7705,1937-12-07
13490,1385.07,1937-12-08
13491,1414.0852,1937-12-09
13492,1408.8525,1937-12-10
13493,1355.3646,1937-12-11
13494,1313.8875,1937-12-12
13495,1298.3322,1937-12-13
13496,1305.8748,1937-12-14
13497,1327.8953,1937-12-15
13498,1360.0472,1937-12-16
13499,1401.6738,1937-12-17
13500,1451.095,1937-12-18
13501,1504.1398,1937-12-19
13502,1518.854,1937-12-20
13503,1514.4171,1937-12-21
13504,1507.1575,1937-12-22
13505,1504.2866,1937-12-23
13506,1519.1377,1937-12-24
13507,1536.2797,1937-12-25
13508,1537.3549,1937-12-26
13509,1522.6833,1937-12-27
13510,1502.0293,1937-12-28
13511,1484.1296,1937-12-29
13512,1473.5797,1937-12-30
13513,1468.9001,1937-12-31
13514,1464.406,1938-01-01
13515,1455.9875,1938-01-02
13516,1442.8986,1938-01-03
13517,1423.0563,1938-01-04
13518,1388.0465,1938-01-05
13519,1377.678,1938-01-06
13520,1344.7295,1938-01-07
13521,1255.4246,1938-01-08
13522,1224.5448,1938-01-09
13523,1285.7212,1938-01-10
13524,1392.255,1938-01-11
13525,1535.4392,1938-01-12
13526,1882.4806,1938-01-13
13527,2323.6523,1938-01-14
13528,2563.2085,1938-01-15
13529,2694.6653,1938-01-16
13530,2670.6338,1938-01-17
13531,2549.6304,1938-01-18
13532,2364.3318,1938-01-19
13533,2188.9602,1938-01-20
13534,2039.5609,1938-01-21
13535,1927.3969,1938-01-22
13536,1846.3496,1938-01-23
13537,1795.3528,1938-01-24
13538,1772.0183,1938-01-25
13539,1830.7274,1938-01-26
13540,1889.5176,1938-01-27
13541,1955.5975,1938-01-28
13542,2057.3755,1938-01-29
13543,2050.4275,1938-01-30
13544,2136.821,1938-01-31
13545,2308.6775,1938-02-01
13546,2345.2322,1938-02-02
13547,2396.4487,1938-02-03
13548,2444.8596,1938-02-04
13549,2439.842,1938-02-05
13550,2410.0781,1938-02-06
13551,2361.964,1938-02-07
13552,2301.7993,1938-02-08
13553,2240.5127,1938-02-09
13554,2208.4678,1938-02-10
13555,2230.0303,1938-02-11
13556,2277.9844,1938-02-12
13557,2275.1724,1938-02-13
13558,2233.081,1938-02-14
13559,2227.7588,1938-02-15
13560,2241.0342,1938-02-16
13561,2248.7305,1938-02-17
13562,2247.9006,1938-02-18
13563,2235.1077,1938-02-19
13564,2218.3213,1938-02-20
13565,2199.5073,1938-02-21
13566,2179.4937,1938-02-22
13567,2163.0908,1938-02-23
13568,2148.5752,1938-02-24
13569,2132.816,1938-02-25
13570,2118.9429,1938-02-26
13571,2104.2751,1938-02-27
13572,2181.894,1938-02-28
13573,2310.4192,1938-03-01
13574,2272.0415,1938-03-02
13575,2209.3064,1938-03-03
13576,2153.1487,1938-03-04
13577,2112.6577,1938-03-05
13578,2081.178,1938-03-06
13579,2045.8381,1938-03-07
13580,2004.535,1938-03-08
13581,1959.256,1938-03-09
13582,1916.3572,1938-03-10
13583,1881.2952,1938-03-11
13584,1854.98,1938-03-12
13585,1834.0083,1938-03-13
13586,1813.5538,1938-03-14
13587,1790.2335,1938-03-15
13588,1763.0347,1938-03-16
13589,1732.6974,1938-03-17
13590,1700.773,1938-03-18
13591,1668.2828,1938-03-19
13592,1635.0452,1938-03-20
13593,1600.6819,1938-03-21
13594,1560.7891,1938-03-22
13595,1516.2863,1938-03-23
13596,1470.9485,1938-03-24
13597,1463.7335,1938-03-25
13598,1470.6863,1938-03-26
13599,1443.7252,1938-03-27
13600,1439.4337,1938-03-28
13601,1445.1687,1938-03-29
13602,1470.4729,1938-03-30
13603,1502.569,1938-03-31
13604,1526.3857,1938-04-01
13605,1531.1606,1938-04-02
13606,1519.2308,1938-04-03
13607,1496.5363,1938-04-04
13608,1468.1271,1938-04-05
13609,1439.7593,1938-04-06
13610,1409.9244,1938-04-07
13611,1382.1172,1938-04-08
13612,1360.7803,1938-04-09
13613,1343.5048,1938-04-10
13614,1328.2583,1938-04-11
13615,1313.9838,1938-04-12
13616,1297.1328,1938-04-13
13617,1274.2449,1938-04-14
13618,1244.5511,1938-04-15
13619,1205.3906,1938-04-16
13620,1157.1493,1938-04-17
13621,1107.2386,1938-04-18
13622,1068.1404,1938-04-19
13623,1031.954,1938-04-20
13624,985.5624,1938-04-21
13625,945.38544,1938-04-22
13626,923.4106,1938-04-23
13627,929.52954,1938-04-24
13628,929.0238,1938-04-25
13629,924.5897,1938-04-26
13630,916.3199,1938-04-27
13631,904.90405,1938-04-28
13632,892.2153,1938-04-29
13633,888.3478,1938-04-30
13634,877.6617,1938-05-01
13635,865.37146,1938-05-02
13636,904.7339,1938-05-03
13637,1009.91174,1938-05-04
13638,1152.1116,1938-05-05
13639,1280.381,1938-05-06
13640,1352.1129,1938-05-07
13641,1354.85,1938-05-08
13642,1306.3964,1938-05-09
13643,1232.7401,1938-05-10
13644,1153.81,1938-05-11
13645,1080.5662,1938-05-12
13646,1020.2609,1938-05-13
13647,973.89545,1938-05-14
13648,940.90656,1938-05-15
13649,919.1608,1938-05-16
13650,966.5115,1938-05-17
13651,1076.8989,1938-05-18
13652,1190.7417,1938-05-19
13653,1312.6443,1938-05-20
13654,1437.3107,1938-05-21
13655,1529.736,1938-05-22
13656,1580.793,1938-05-23
13657,1665.6437,1938-05-24
13658,1871.8054,1938-05-25
13659,2216.99,1938-05-26
13660,2546.8074,1938-05-27
13661,2695.8723,1938-05-28
13662,2619.2466,1938-05-29
13663,2473.7717,1938-05-30
13664,2321.7517,1938-05-31
13665,2224.704,1938-06-01
13666,2147.3354,1938-06-02
13667,2085.7522,1938-06-03
13668,2072.5576,1938-06-04
13669,2140.744,1938-06-05
13670,2209.852,1938-06-06
13671,2215.1602,1938-06-07
13672,2209.0967,1938-06-08
13673,2243.7158,1938-06-09
13674,2271.1658,1938-06-10
13675,2297.1514,1938-06-11
13676,2473.9082,1938-06-12
13677,2882.8994,1938-06-13
13678,3484.064,1938-06-14
13679,3997.4414,1938-06-15
13680,4181.203,1938-06-16
13681,4073.1526,1938-06-17
13682,3784.4504,1938-06-18
13683,3415.373,1938-06-19
13684,3054.8093,1938-06-20
13685,2765.5103,1938-06-21
13686,2556.4412,1938-06-22
13687,2413.6377,1938-06-23
13688,2313.1516,1938-06-24
13689,2228.5566,1938-06-25
13690,2151.8882,1938-06-26
13691,2081.9844,1938-06-27
13692,2024.024,1938-06-28
13693,1998.2571,1938-06-29
13694,1988.1254,1938-06-30
13695,2032.7172,1938-07-01
13696,2141.1558,1938-07-02
13697,2397.0676,1938-07-03
13698,2885.2402,1938-07-04
13699,3523.801,1938-07-05
13700,4101.949,1938-07-06
13701,4195.062,1938-07-07
13702,3932.7817,1938-07-08
13703,3528.5537,1938-07-09
13704,3136.7444,1938-07-10
13705,2892.41,1938-07-11
13706,2765.9175,1938-07-12
13707,2754.051,1938-07-13
13708,2885.475,1938-07-14
13709,2959.5679,1938-07-15
13710,2926.7095,1938-07-16
13711,2869.1191,1938-07-17
13712,2793.8271,1938-07-18
13713,2697.3423,1938-07-19
13714,2578.267,1938-07-20
13715,2465.3445,1938-07-21
13716,2345.5454,1938-07-22
13717,2198.1191,1938-07-23
13718,2090.342,1938-07-24
13719,2077.643,1938-07-25
13720,2144.0762,1938-07-26
13721,2156.0098,1938-07-27
13722,2194.5693,1938-07-28
13723,2163.4612,1938-07-29
13724,2087.8455,1938-07-30
13725,1994.9637,1938-07-31
13726,1915.4535,1938-08-01
13727,1882.6091,1938-08-02
13728,1904.4309,1938-08-03
13729,1929.8817,1938-08-04
13730,2047.2683,1938-08-05
13731,2075.0479,1938-08-06
13732,2073.348,1938-08-07
13733,2304.291,1938-08-08
13734,2630.9253,1938-08-09
13735,2798.3684,1938-08-10
13736,2858.9734,1938-08-11
13737,2925.4841,1938-08-12
13738,3129.4148,1938-08-13
13739,3624.3816,1938-08-14
13740,3847.035,1938-08-15
13741,3611.7278,1938-08-16
13742,3245.469,1938-08-17
13743,2917.403,1938-08-18
13744,2651.6245,1938-08-19
13745,2423.505,1938-08-20
13746,2218.4407,1938-08-21
13747,2110.1404,1938-08-22
13748,2165.2278,1938-08-23
13749,2332.3833,1938-08-24
13750,2447.6458,1938-08-25
13751,2453.4888,1938-08-26
13752,2378.9358,1938-08-27
13753,2277.5962,1938-08-28
13754,2225.209,1938-08-29
13755,2232.8123,1938-08-30
13756,2330.7773,1938-08-31
13757,2469.6426,1938-09-01
13758,2541.2493,1938-09-02
13759,2513.3716,1938-09-03
13760,2428.6946,1938-09-04
13761,2355.1719,1938-09-05
13762,2310.487,1938-09-06
13763,2249.7856,1938-09-07
13764,2195.5718,1938-09-08
13765,2158.631,1938-09-09
13766,2135.5916,1938-09-10
13767,2165.8347,1938-09-11
